"region_txt","summary"
"Middle East & North Africa","12/16/2016: Assailants and suicide bombers equipped with explosives-laden vehicles attacked military forces in Al-Arbaj, Mosul, Nineveh, Iraq. This was one of eight coordinated attacks in the area on the same day. At least 22 assailants were killed in two of the eight events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/16/2016: Assailants and suicide bombers equipped with explosives-laden vehicles attacked military forces in Athba, Mosul, Nineveh, Iraq. This was one of eight coordinated attacks in the area on the same day. At least 22 assailants were killed in two of the eight events. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
"Western Europe","12/16/2016: Assailants set fire to a Muslim prayer hall in Chateau-Thierry, Hauts-de-France, France. The prayer hall was damaged in the attack. No group claimed responsibility for the incident."
"Western Europe","12/16/2016: Assailants threw a Molotov cocktail at police on Kallidromiou street in Exarcheia, Athens, Greece. There were no reported casualties. Anarchists claimed responsibility for the incident and stated that the attack was carried out because of the unfair treatment by police personnel in the area."
"Sub-Saharan Africa","12/16/2016: Assailants shot and killed Jose Almeida Murevete, a Provincial Assembly Member for the Mozambique National Resistance Movement (MNR) party, in Nampula, Mozambique. No group claimed responsibility for the incident."
"Southeast Asia","12/15/2016: Assailants armed with mortars and firearms attacked a Philippine Army (PA) base in Bagan, Maguindanao, Philippines. There were no reported casualties in the assault. No group claimed responsibility; however, sources attributed the incident to the Bangsamoro Islamic Freedom Movement (BIFM)."
"Sub-Saharan Africa","12/16/2016: Assailants stole approximately 500 camels from the outskirts of Kismayo, Lower Juba, Somalia. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab."
"Middle East & North Africa","12/17/2016: A suicide bomber detonated an explosives-laden vehicle targeting a bus carrying military personnel in Kayseri, Turkey. In addition to the assailant, at least 15 soldiers were killed and 53 other soldiers were injured in the blast. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident. However, sources also attributed the attack to the Kurdistan Workers' Party (PKK)."
"South Asia","12/17/2016: Assailants opened fire on a military convoy in Pampore, Jammu and Kashmir, India. Three soldiers were killed and two others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Lashkar-e-Taiba (LeT). Additionally, a police official also suspected that Hizbul Mujahideen (HM) may have been involved in the attack."
"South Asia","12/17/2016: Assailants attacked a joint Manipur Rifles and Indian Reserve Battalion (IRB) post in Nungkao, Manipur, India. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM), which the group denied."
"South Asia","12/17/2016: Assailants set fire to a dump truck and other equipment at the Tipong colliery in Margherita, Assam, India. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources suspected that the National Socialist Council of Nagaland-Khaplang (NSCN-K) had carried out the attack."
"South Asia","12/17/2016: Assailants opened fire on a vehicle carrying airport workers in Kandahar, Afghanistan. Six people, including five female airport employees, were killed in the attack. No group claimed responsibility for the incident; however, an official attributed the attack to the Taliban. The group initially denied involvement in the attack, though the assailants were later arrested and confessed to being members of the Taliban."
"South Asia","12/17/2016: Assailants attacked a police checkpoint in Karso, Nangarhar, Afghanistan. Five assailants were killed and six others were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban."
"South Asia","12/17/2016: Assailants opened fire at a National Directorate of Security (NDS) compound in Paghman, Kabul, Afghanistan. Three people, including an intelligence official, were killed and two people were injured in the attack. No group claimed responsibility for the incident."
"South Asia","12/17/2016: Assailants opened fire on the convoy of Fayyaz Ali and Abdul Aziz Jhakrani near Kili Bareet, Jhao subdistrict, Balochistan, Pakistan. Ali, the Pakistani Police Assistant Commissioner, and Jhakrani, the Pakistani Police District Police Officer (DPO), were not harmed; however, at least five officers were injured in the assault. The Baloch Liberation Front (BLF) claimed responsibility for the attack."
"Eastern Europe","12/17/2016: Assailants shot and injured a Russian Police officer and stole his vehicle in Grozny, Chechnya, Russia. The Caucasus Province of the Islamic State claimed responsibility for the attack."
"Middle East & North Africa","12/17/2016: Assailants attacked volunteer and police forces in Shirqat, Saladin, Iraq. Security forces repelled the assault, killing and injuring 15 assailants. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Sub-Saharan Africa","12/17/2016: Assailants fired mortars at African Union Mission in Somalia (AMISOM) forces in Qoryoley, Lower Shebelle, Somalia. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected that the incident was carried out by Al-Shabaab."
"Middle East & North Africa","12/17/2016: Assailants shot and injured the interpreter of the government's Foreign Media Commission in Benghazi, Libya. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/17/2016: Assailants opened fire on a military base near Mahaday, Middle Shebelle, Somalia. At least two soldiers were killed and ten soldiers were injured in the attack. Al-Shabaab claimed responsibility for the incident."
"South Asia","12/17/2016: Three explosive devices were discovered and safely defused in Chintur, Telangana, India. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists."
"South Asia","12/17/2016: Assailants set fire to a girls' school in Mohammad Agha, Logar, Afghanistan. There were no reported casualties in the attack. No group claimed responsibility for the incident."
"South Asia","12/17/2016: An explosive device was discovered and defused at the gate of the provincial council building in Logar, Afghanistan. No group claimed responsibility for the attack."
"Sub-Saharan Africa","12/17/2016: Assailants attacked and sexually assaulted two female refugees in Malgo, Nertiti district, Central Darfur, Sudan. Both women were injured in the assault. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/17/2016: Assailants raided Kaamjiroon near Kismayo, Lower Juba, Somalia. This was one of two coordinated attacks in the area on this date. At least one person was killed and 2,000 camels were stolen across both assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to Al-Shabaab."
"Southeast Asia","12/17/2016: Two explosive devices detonated targeting a police headquarters in Kyaukme, Shan, Myanmar. There were no reported casualties. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/17/2016: Assailants opened fire on Mbhekiseni Khumalo in Kwalubisi, KwaZulu-Natal, South Africa. Khumalo, a local councilor and African National Congress (ANC) member, was killed in the assault. No group claimed responsibility for the attack."
"Middle East & North Africa","12/17/2016: Assailants started a fire near a village in Samaria, West Bank. No casualties were reported in the attack. This was one of two fires set by the assailants on the same date. No group claimed responsibility for the incident."
"Middle East & North Africa","12/17/2016: Assailants set a fire near a highway south of Ariel, West Bank. No casualties were reported in the attack. This was one of two fires set by the assailants on the same date. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/17/2016: Assailants raided Feer Sagaaro near Kismayo, Lower Juba, Somalia. This was one of two coordinated attacks in the area on this date. At least one person was killed and 2,000 camels were stolen across both assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to Al-Shabaab."
"Sub-Saharan Africa","12/15/2016: Assailants attacked a military position at Camp Garlic in Beni, North Kivu, Democratic Republic of the Congo. This was one of three coordinated attacks in Beni on the same date. The attack resulted in an unknown number of casualties among security forces and assailants. No group claimed responsibility; however sources attributed the attacks to the Allied Democratic Forces (ADF)."
"Sub-Saharan Africa","12/15/2016: Assailants attacked a military position in Kambi Ya Miba, Beni, North Kivu, Democratic Republic of the Congo. This was one of three coordinated attacks in Beni on the same date. The attack resulted in an unknown number of casualties among security forces and assailants. No group claimed responsibility; however sources attributed the attacks to the Allied Democratic Forces (ADF)."
"Sub-Saharan Africa","12/15/2016: Assailants attacked a military position in Mwalika, Beni, North Kivu, Democratic Republic of the Congo. This was one of three coordinated attacks in Beni on the same date. The attack resulted in an unknown number of casualties among security forces and assailants. No group claimed responsibility; however sources attributed the attacks to the Allied Democratic Forces (ADF)."
"Middle East & North Africa","12/18/2016: Assailants opened fire on police responding to a house fire in Qatraneh, Karak, Jordan. At least two police officers were injured before the assailants fled. This was one of three coordinated attacks in the area on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
"Middle East & North Africa","12/18/2016: Assailants opened fire on a police patrol in Karak, Jordan. There were no reported casualties resulting from the assault. This was one of three coordinated attacks in the area on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
"Middle East & North Africa","12/18/2016: Assailants raided a castle and took several people hostage while shooting at a nearby police station in Karak, Jordan. At least 14 people were killed and 29 people were injured before security forces gained control of the castle. The casualties included security forces, tourists, and four assailants. At least ten hostages were rescued by security forces while the remaining hostages were killed during the assault. This was one of three coordinated attacks in the area on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
"Middle East & North Africa","11/18/2016: A suicide bomber detonated targeting Sulban military base in Aden, Adan, Yemen. In addition to the assailant, at least 52 soldiers were killed and 90 soldiers were injured in the blast. The Adan-Abyan Province of the Islamic State claimed responsibility for the incident."
"South America","12/18/2016: Assailants opened fire on an army patrol in Arauca, Colombia. Two soldiers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the National Liberation Army of Colombia (ELN)."
"Middle East & North Africa","12/18/2016: Assailants raided a power plant in Zawiya, Libya. There were no reported casualties, though the plant was shut down as a result of the attack. No group claimed responsibility for the incident."
"South Asia","12/18/2016: Assailants shot and injured a Frontier Corps (FC) official at Iqbal Market in Turbat, Balochistan, Pakistan. The Baloch Liberation Front (BLF) claimed responsibility for the attack."
"Middle East & North Africa","12/19/2016: Assailants shelled Ad Dabuah al-Ulya neighborhood in Taizz, Yemen. This was one of two related attacks in Taizz on the same day. At least three civilians were killed and seven civilians were injured across both attacks. No group claimed responsibility; however, sources attributed the incidents to Huthi extremists."
"Middle East & North Africa","12/19/2016: Assailants shelled Al Ikhwah neighborhood in Taizz, Yemen. This was one of two related attacks in Taizz on the same day. At least three civilians were killed and seven civilians were injured across both attacks. No group claimed responsibility; however, sources attributed the incidents to Huthi extremists."
"Middle East & North Africa","12/18/2016: Assailants attacked the air defense brigade in Bir Basha area, Taizz, Yemen. At least 41 assailants and nine soldiers were killed and an unknown number of people were injured in the ensuing clash. Huthi extremists claimed responsibility for the incident."
"Middle East & North Africa","12/18/2016: Assailants attacked Mount Mirab area in Maqbanah district, Taizz, Yemen. At least 10 people, including eight assailants, were killed and one assailant was injured in the ensuing clash. In addition, 10 people were abducted during the assault, and the outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Huthi extremists."
"Middle East & North Africa","12/18/2016: Assailants attacked volunteer forces in Humud Abd al-Aziz, Mosul, Nineveh, Iraq. Security forces repelled the assault, killing two assailants and injuring four assailants. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","12/18/2016: An explosives-laden vehicle detonated in Halabsah, Al Anbar, Iraq. At least two people were killed and five people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Sub-Saharan Africa","12/18/2016: An explosive device detonated targeting an African Union Mission in Somalia (AMISOM) convoy near Merca, Lower Shebelle, Somalia. No casualties were reported in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab."
"Southeast Asia","12/18/2016: An explosive device detonated in Sabong, Lamitan district, Basilan, Philippines. At least one person was injured in the blast. The device was thought to be targeting Armed Forces of the Philippines (AFP) soldiers. No group claimed responsibility; however, sources attributed the attack to the Abu Sayyaf Group (ASG)."
"Sub-Saharan Africa","12/18/2016: An explosive device detonated in Toroi, Northern, Uganda. Two children were killed and six children were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/18/2016: Assailants set fire to an unknown number of evacuation buses outside of Fuah, Idlib, Syria. At least one bus driver was killed in the attack. No group claimed responsibility; however, sources suspected that the attack may have been carried out by Al-Nusrah Front."
"Western Europe","12/18/2016: Assailants shot and injured a civilian in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources suspected that Oglaigh na hEireann may have carried out the attack, which the group denied."
"Sub-Saharan Africa","12/18/2016: Security forces identified and attempted to intercept two female suicide bombers in Geleri, near Maiduguri, Borno, Nigeria. One assailant detonated, killing herself and the other assailant, and injuring three civilians. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/18/2016: Assailants raided Ngadaya, Borno, Nigeria. At least 17 civilians were kidnapped in the attack. One victim was killed, 15 were released, and the whereabouts of the last victim are unknown. No group claimed responsibility for the incident; however, sources suspected that Boko Haram was involved."
"South Asia","12/18/2016: Assailants abducted a woman in Maida Qul, Badghis, Afghanistan. The victim was executed later on the same day. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban, noting that the victim was accused of being married to two men at the same time."
"South Asia","12/18/2016: An explosive device detonated targeting a police official in Obe, Herat, Afghanistan. The official was unharmed, but a police officer was injured in the attack. No group claimed responsibility for the incident."
"Middle East & North Africa","12/18/2016: An explosive device detonated targeting a vehicle carrying volunteer forces in Abu Sayda, Diyala, Iraq. One volunteer was killed and two were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/18/2016: An explosive device detonated targeting a police vehicle in Yankajah, Saladin, Iraq. Two police officers were killed and three people were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/18/2016: Assailants attacked joint forces in Al-Fathaha region, Kirkuk, Iraq. At least five assailants were killed and two militia members and 10 assailants were injured in the ensuing clash. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/18/2016: An explosive device detonated in Rashidiyah, Diyala, Iraq. One person was killed and three people were injured in the blast. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/18/2016: Assailants opened fire on a commercial vehicle between Zalingei and Nertiti in Zalingei district, Central Darfur, Sudan. There were no reported casualties in the assault. No group claimed responsibility for the attack."
"Sub-Saharan Africa","12/18/2016: Assailants attacked farmers in Gassol district, Taraba, Nigeria. At least 18 farmers were killed and 18 other people were injured in the assault. No group claimed responsibility for the incident."
"Eastern Europe","12/18/2016: Assailants opened fire on military forces near Debaltseve, Donetsk, Ukraine. This was one of two related attacks in the area on this date. At least 25 assailants and five soldiers were killed and 16 soldiers were injured across the ensuing clashes. The Donetsk People's Republic claimed responsibility for the incidents."
"Eastern Europe","12/18/2016: Assailants opened fire on military forces in Svitlodarsk, Donetsk, Ukraine. This was one of two related attacks in the area on this date. At least 25 assailants and five soldiers were killed and 16 soldiers were injured across the ensuing clashes. The Donetsk People's Republic claimed responsibility for the incidents."
"South Asia","12/18/2016: Assailants abducted 22 laborers in Litan, Manipur, India. All of the hostages were released on December 19, 2016. National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM) claimed responsibility for the incident."
"Sub-Saharan Africa","12/18/2016: Assailants attacked a military position between Oicha and Eringeti, North Kivu, Democratic Republic of the Congo. The ensuing clash resulted in an unknown number of casualties among security forces and assailants. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF)."
"Middle East & North Africa","12/19/2016: An assailant opened fire on Andrei Karlov, the Russian ambassador to Turkey, at an art gallery in Ankara, Turkey. Karlov and the assailant, identified as Mevlut Mert Altintas, were killed and three people were injured in the assault. The Independent Military Wing of the Syrian Revolution Abroad claimed responsibility for the attack. Jaish al-Fatah (Syria) separately claimed responsibility for the incident, although sources doubted the veracity of this claim. Sources also suspected the involvement of the Fetullah Terrorist Organization."
"Western Europe","12/19/2016: An assailant drove a truck into a Christmas market in Breitscheidplatz, Berlin, Germany. At least 12 people were killed and 48 people, including two United States citizens, were injured in the attack. This was one of two attacks carried out on the same day; in an earlier event, the assailant hijacked the vehicle and killed the driver. The assailant, identified as Anis Amri, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). In addition, ISIL claimed responsibility for the incident; however, the assailant's connection to the group could not be confirmed. Amri was killed several days later by police officers in Milan, Italy."
"Western Europe","12/19/2016: An assailant hijacked a truck and later killed the driver in northwest Berlin, Germany. This was one of two attacks carried out on the same day; in a later event, the assailant drove the hijacked vehicle into a market, killing and injuring a number of people. The assailant, identified as Anis Amri, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). In addition, ISIL claimed responsibility for the incident; however, the assailant's connection to the group could not be confirmed. Amri was killed several days later by police officers in Milan, Italy."
"Middle East & North Africa","12/18/2016: A suicide bomber in an explosives-laden vehicle detonated targeting a military checkpoint in Qanfuda, Benghazi, Libya. In addition to the assailant, at least seven solders were killed and eight soldiers were injured in the blast. The Barqa Province of the Islamic State claimed responsibility for the attack."
"South Asia","12/19/2016: An explosive device detonated near a motorcycle in Sui, Balochistan, Pakistan. At least two people were killed in the blast. No group claimed responsibility for the attack."
"South Asia","12/19/2016: Assailants opened fire on a hunting convoy of United Arab Emirates (UAE) Sheikhs in Gachak, Panjgur district, Balochistan, Pakistan. There were no reported casualties in the assault. The Baloch Liberation Front (BLF) claimed responsibility and stated that the attack was intended to deter Arab dignitaries from hunting endangered bustards in Pakistan. Sources also suspected that the incident was carried out by the Khorasan Chapter of the Islamic State."
"Middle East & North Africa","12/19/2016: An explosives-laden vehicle detonated targeting Iranian Revolutionary Guards Corps (IRGC) personnel in Sistan and Baluchestan, Iran. An IRGC officer was killed and another IRGC member was injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: Assailants opened fire on Israel Defense Forces (IDF) personnel near the border with the Gaza Strip in Southern district, Israel. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Palestinian extremists."
"Middle East & North Africa","12/18/2016: A landmine detonated targeting military personnel in Benghazi, Libya. One soldier was killed in the blast. No group claimed responsibility for the incident."
"Southeast Asia","12/19/2016: Security forces discovered and destroyed two explosives-laden drones in Waimaw, Kachin, Myanmar. No group claimed responsibility for the incident; however, sources attributed the attack to the Kachin Independence Army (KIA)."
"South Asia","12/19/2016: Assailants threw a grenade at a wedding ceremony in Ghariza, Khyber Pakhtunkhwa, Pakistan. At least one person was killed and 14 others were injured in the blast. No group claimed responsibility for the attack."
"South Asia","12/19/2016: An explosive device detonated targeting security forces in Mendhar, Jammu and Kashmir, India. One soldier was wounded in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: An explosive device detonated targeting a military patrol in Tuz Khormato district, Saladin, Iraq. At least two soldiers were killed and four soldiers were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: Assailants opened fire on a civilian vehicle near Ofarim, West Bank. An Israeli civilian was injured in the attack. No group claimed responsibility for the incident."
"Southeast Asia","12/19/2016: An assailant opened fire on Larry Sy Que in San Isidro, Virac district, Catanduanes, Philippines. Que, the Catanduanes News Now publisher and a former mayoral candidate, was killed in the assault. No group claimed responsibility for the attack."
"Middle East & North Africa","12/19/2016: Assailants fired a projectile at a Russian Armed Forces helicopter near the Tiyas Airbase in Homs, Syria. It is unknown whether there were any casualties in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: Assailants fired shells at Zuhur, Mosul, Nineveh, Iraq. This was one of two coordinated attacks in the area on the same night. An unknown number of people were killed and injured in the assaults. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: Assailants fired shells at Muthanna, Mosul, Nineveh, Iraq. This was one of two coordinated attacks in the area on the same night. An unknown number of people were killed and injured in the assaults. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","12/19/2016: An explosive device planted in a bus detonated in Sihhah neighborhood, Baghdad city, Baghdad governorate, Iraq. At least three people were injured in the blast. No group claimed responsibility for the incident."
"South Asia","12/19/2016: Assailants stopped a vehicle and abducted four International Committee of the Red Cross (ICRC) employees in Hussain Khel, Kunduz, Afghanistan. Three hostages were released later the same day while the fourth victim, a Spanish national, was rescued on January 15, 2017. No group claimed responsibility; however, sources suspected that the attack was carried out by Haji Fateh."
"South Asia","12/19/2016: Assailants threw a grenade at the residence of Ghulam Jeelani, a senior superintendent of police, in Srinagar, Jammu and Kashmir, India. Jeelani was unharmed and no other casualties were reported. No group claimed responsibility for the incident."
"South Asia","12/19/2016: An explosive device detonated targeting Ghalib Mujahid in Bati Kot, Nangarhar, Afghanistan. Mujahid, a district governor, was unharmed, though eight people were injured in the blast. The Taliban claimed responsibility for the incident."
"South Asia","12/19/2016: An explosive device detonated as assailants were planting it in Asmar, Kunar, Afghanistan. Five assailants were killed and two assailants were injured in the blast. The Taliban claimed responsibility for the incident; however, sources also attributed the attack to Lashkar-e-Taiba (LeT)."
"Southeast Asia","12/19/2016: Assailants set fire to a Dole Stanfilco packing station in Sebuyon, Surallah district, South Cotabato, Philippines. There were no reported casualties in the attack. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/19/2016: Assailants attacked a prison in Butembo, North Kivu, Democratic Republic of the Congo. In addition to four assailants, a South African peacekeeper was killed and two people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to both the Mayi Mayi and the Allied Democratic Forces (ADF)."
"South Asia","12/19/2016: An explosive device detonated near a Pakistani Police vehicle along Warsak Rosad in Pir Bala, Khyber Pakhtunkhwa, Pakistan. There were no reported casualties in the blast. No group claimed responsibility for the attack."
"South Asia","12/19/2016: An explosive device detonated along Education Directorate Street in Kunduz, Afghanistan. At least one person was killed and four people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban."
"South Asia","12/19/2016: Assailants attacked the residence of Osman Ali, a civilian, in Mulgram, Khulna, Bangladesh. Several of Ali's family members were injured in the attack. No group claimed responsibility for the incident."
"South Asia","12/19/2016: An explosive device detonated targeting police personnel in Ghazni, Afghanistan. At least two people, including a police officer and his bodyguard, were injured in the blast. No group claimed responsibility for the attack."
"South Asia","12/19/2016: Two assailants shot and killed Durga Tiwari, a Youth Association Nepal District Chair, in Koliya, Western development region, Nepal. No group claimed responsibility for the incident."
"South Asia","12/19/2016: An explosive device detonated at the gate of the provincial council building in Logar, Afghanistan. There were no reported casualties in the blast. No group claimed responsibility for the attack."
"Middle East & North Africa","12/19/2016: Assailants and suicide bombers equipped with explosives-laden vehicles raided Intisar, Mosul, Nineveh, Iraq. Security forces repelled the assault, killing nine assailants. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: An explosive device detonated near a market in Jisr Diyala area, Baghdad city, Baghdad governorate, Iraq. One person was killed and five people were injured in the blast. No group claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: Assailants opened fire on a bus at the Parsa intersection near Neve Tzuf, Benyamin, West Bank. There were no reported casualties in the attack. No group claimed responsibility for the incident."
"South Asia","12/19/2016: Assailants attacked an Afghan police security check point in Dawlat Shah, Laghman, Afghanistan. Three assailants were killed and eight assailants and one police officer were wounded in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban."
"Middle East & North Africa","12/18/2016: Assailants raided Abu Sanam, Nineveh, Iraq. The assailants fired mortar shells at the Tal Afar airport, killing four volunteer forces members. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","12/19/2016: An explosive device detonated near a checkpoint in Abu Disheer area, Baghdad city, Baghdad governorate, Iraq. One person was killed and six people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
"Middle East & North Africa","12/19/2016: A suicide bomber detonated an explosives-laden vehicle near Turkish Armed Forces (TSK) soldiers in Bab, Aleppo, Syria. In addition to the bomber, at least one soldier was killed and five others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack."
"Middle East & North Africa","12/20/2016: An assailant opened fire outside the United States embassy in Ankara, Turkey. There were no reported casualties in the attack, and the assailant was arrested at the scene. No group claimed responsibility for the incident."
"South Asia","12/20/2016: Assailants shot and killed a teacher along Qambarani Road in Quetta, Balochistan, Pakistan. No group claimed responsibility for the attack."
"Southeast Asia","12/20/2016: Assailants abducted four crew members from a fishing vessel in the Celebes Sea of the Philippines. The outcome of the abduction is unknown. No group claimed responsibility; however, sources attributed the attack to the Abu Sayyaf Group (ASG)."
"Middle East & North Africa","12/20/2016: Security forces intercepted and killed a suicide bomber in Gogjali, Mosul, Nineveh, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
"Middle East & North Africa","12/20/2016: Assailants attacked military forces in Nerwah area, Marib, Yemen. No casualties were reported in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Huthi extremists."
"Middle East & North Africa","12/20/2016: An explosive device detonated targeting a military vehicle in Lawdar, Abyan, Yemen. One soldier was killed and seven soldiers were injured in the blast. No group claimed responsibility for the incident."
"Southeast Asia","12/20/2016: Assailants opened fire on Arlan Castaneda inside a church in San Pablo, Isabela, Philippines. At least two people, including Castaneda, a lawyer and former town councilor, and his bodyguard, were killed in the assault. No group claimed responsibility for the attack."
"South Asia","12/20/2016: Assailants abducted M. Chakaravarthy, a project manager, from a railway construction site in Manipur, India. The assailants also assaulted several workers during the attack. The outcome of the abduction is unknown. No group claimed responsibility for the incident."
"Sub-Saharan Africa","12/20/2016: Assailants shot and killed Aadan Gas Huruse, the Puntland presidential palace director, at a hotel in Bosaso, Bari, Somalia. Al-Shabaab claimed responsibility for the incident."
"South Asia","12/20/2016: A roadside bomb detonated targeting an Afghan National Army (ANA) vehicle in Asadabad, Kunar, Afghanistan. Two soldiers were killed and one was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban."
"Middle East & North Africa","12/20/2016: Assailants attacked the Al-Khamsin checkpoint on the Man-Made-River north of Ash Shwayrif, Jabal Al Gharbi, Libya. An unknown number of Al-Nahr Engineering Company employees were abducted injured, and shortly thereafter released. No group claimed responsibility for the incident; however, sources attributed the attack to the Tripoli Province of the Islamic State."
"South Asia","12/20/2016: Assailants abducted nine athletes from their vehicle in Noor Mohammadkhel, Wardak, Afghanistan. Three hostages were released shortly after the abduction and the remaining six hostages were released on December 21, 2016. No group claimed responsibility; however, sources attributed the attack to the Taliban."
"Sub-Saharan Africa","12/20/2016: Assailants shot and killed a civilian driving his vehicle in Mershing, South Darfur, Sudan. No group claimed responsibility for the attack."
"Sub-Saharan Africa","12/20/2016: Assailants threw a grenade at a motorcycle in Rurenga, Kayanza, Burundi. One person was killed and another person was injured in the blast. No group claimed responsibility for the incident."
"South Asia","12/20/2016: Assailants shot and killed Brij Bhushan Prasad, an assistant manager of a liquor store, in Mehrauli, Delhi, India. No group claimed responsibility for the incident."
"South Asia","12/20/2016: Assailants threw a grenade at the Moreh Police Commando Complex in Moreh, Manipur, India. There were no reported casualties in the blast. No group claimed responsibility for the attack."
"South Asia","12/20/2016: Assailants fired blank bullets at the Maphou Dam to cause panic in Lamlai Khullen, Manipur, India. There were no reported casualties in the assault. No group claimed responsibility; however, sources suspected that the attack may have been carried out by the Kuki National Front (KNF)."
"South America","12/20/2016: Assailants set fire to construction machinery at a private business near Tacuati, San Pedro, Paraguay. The Paraguayan People's Army (EPP) claimed responsibility for the attack."
"Sub-Saharan Africa","12/20/2016: Assailants attacked a livestock market in Hombori, Mopti, Mali. The outcome of the incident is unknown. No group claimed responsibility; however, sources attributed the attack to Muslim extremists."
"Middle East & North Africa","12/20/2016: Assailants poisoned Mohamed al-Absi and his cousin in Sanaa city, Sanaa governorate, Yemen. Al-Abasi, an investigative journalist was killed, but his cousin survived. No group claimed responsibility; however, sources noted that Al-Absi was investigating Huthi-owned oil companies and suspected that the group may have been involved in the attack."
"South Asia","12/21/2016: A suicide bomber detonated and two other assailants attacked the residence of Mir Wali, a Member of Parliament (MP), in Khushal Khan, Kabul, Afghanistan. At least 11 people, including the three assailants, were killed and six others, including Wali, were injured in the attack. In addition, 18 people were taken hostage and rescued by security forces 10 hours later. The Taliban claimed responsibility for the incident."
"Middle East & North Africa","12/21/2016: Two explosive devices detonated in the Benghazi medical center in Benghazi, Libya. The blast did not result in any casualties. No group claimed responsibility for the incident."
